trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,mouse.time,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
0,0,0,0,0.0499466,,0.0191334,5,1.2579588,0.0499466,0.0499466,0.0344651,2.7844151,[-0.14444444444444443],[-0.1527777777777778],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
1,0,1,0,2.816191,,2.7862944,5,1.4405926,2.816191,2.816191,0.0076837,4.0518942,[0.019444444444444445],[0.05416666666666667],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
2,0,2,0,4.0829644,,4.0533616,5,1.5588501,4.0829644,4.0829644,0.0148191,5.6685548,[0.25972222222222224],[-0.20833333333333334],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
3,0,3,0,5.6991878,,5.6701603,5,1.876455,5.6991878,5.6991878,0.0153637,6.9185085,[0.3402777777777778],[-0.0625],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
4,0,4,0,6.9494282,,6.9199606,5,1.954629,6.9494282,6.9494282,0.0147961,8.8019477,[0.31527777777777777],[-0.42777777777777776],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
5,0,5,0,8.8328157,,8.8034141,5,1.6228728,8.8328157,8.8328157,0.0077237,10.2518158,[0.4708333333333333],[-0.16527777777777777],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
6,0,6,0,10.2829976,,10.2532897,5,2.4754145,10.2829976,10.2829976,0.0149204,12.670403,[-0.5097222222222222],[0.24444444444444444],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
7,0,7,0,12.7333519,,12.6746903,5,2.0312995,12.7333519,12.7333519,0.0394563,15.2189946,[-0.40694444444444444],[-0.39305555555555555],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
8,0,8,0,15.2662441,,15.2234766,5,1.3870725,15.2662441,15.2662441,0.0208427,16.8027514,[0.4444444444444444],[-0.15833333333333333],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
9,0,9,0,16.8673798,,16.8074292,5,1.4080128,16.8673798,16.8673798,0.0362482,18.6019761,[0.17222222222222222],[-0.27361111111111114],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
10,0,10,0,18.6829188,,18.6062823,5,1.6085517,18.6829188,18.6829188,0.0563904,20.7684037,[-0.41944444444444445],[-0.17083333333333334],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
11,0,11,0,20.8154206,,20.773954,5,1.8330271,20.8154206,20.8154206,0.0194382,22.6696345,[-0.22777777777777777],[-0.18472222222222223],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
12,0,12,0,22.7328909,,22.673922,5,1.4896144,22.7328909,22.7328909,0.0376007,24.9202945,[0.18194444444444444],[0.37083333333333335],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
13,0,13,0,24.9833548,,24.9244199,5,1.4077388,24.9833548,24.9833548,0.0355542,26.4535885,[0.1361111111111111],[0.4125],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
14,0,14,0,26.5163971,,26.4583307,5,1.692753,26.5163971,26.5163971,0.0407551,28.3695386,[-0.36527777777777776],[0.19027777777777777],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
15,0,15,0,28.4160055,,28.3748111,5,2.5540467,28.4160055,28.4160055,0.0240953,30.3532534,[0.24722222222222223],[-0.041666666666666664],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
16,0,16,0,30.3990559,,30.3589951,5,2.5233561,30.3990559,30.3990559,0.0220788,32.0039023,[0.3638888888888889],[0.375],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
17,0,17,0,32.0835479,,32.0084673,5,2.1880326,32.0835479,32.0835479,0.0421287,33.7202256,[-0.09861111111111111],[-0.06527777777777778],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
18,0,18,0,33.799278,,33.7280579,5,1.774343,33.799278,33.799278,0.0435474,35.5688121,[-0.14583333333333334],[-0.25277777777777777],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
19,0,19,0,35.6158562,,35.5742499,5,2.1237235,35.6158562,35.6158562,0.0204923,38.0697549,[0.4875],[-0.3402777777777778],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
20,0,20,0,38.1337022,,38.0740583,5,1.6559324,38.1337022,38.1337022,0.0421934,40.1018544,[-0.07361111111111111],[-0.04861111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
21,0,21,0,40.1495924,,40.1047914,5,1.7744114,40.1495924,40.1495924,0.0174983,42.1535636,[-0.19583333333333333],[0.3541666666666667],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
22,0,22,0,42.1991756,,42.1580106,5,1.8402621,42.1991756,42.1991756,0.0252509,43.5702666,[-0.24305555555555555],[0.27361111111111114],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
23,0,23,0,43.6174438,,43.5742376,5,1.6407093,43.6174438,43.6174438,0.0220338,45.0042745,[0.26666666666666666],[-0.1125],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
24,0,24,0,45.0828694,,45.008485,5,1.6232897,45.0828694,45.0828694,0.0497347,46.8188824,[0.3194444444444444],[-0.12222222222222222],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
25,0,25,0,46.8661441,,46.8234141,5,1.856338,46.8661441,46.8661441,0.0225826,48.4542673,[-0.044444444444444446],[-0.2708333333333333],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
26,0,26,0,48.5160081,,48.4620768,5,3.0232545,48.5160081,48.5160081,0.0258614,50.3200604,[0.32916666666666666],[0.45416666666666666],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
27,0,27,0,50.3826311,,50.324532,5,2.0953253,50.3826311,50.3826311,0.0425663,55.1192182,[-0.22916666666666666],[0.002777777777777778],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
28,0,28,0,55.1996449,,55.1237014,5,1.905914,55.1996449,55.1996449,0.0464039,56.5188517,[-0.05138888888888889],[0.025],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
29,0,29,0,56.5818155,,56.5235434,5,1.4931541,56.5818155,56.5818155,0.0373054,58.6358293,[0.3388888888888889],[-0.35],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
30,0,30,0,58.6825766,,58.6403374,5,1.6725798,58.6825766,58.6825766,0.0243139,60.1541633,[0.275],[-0.14722222222222223],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
31,0,31,0,60.2323169,,60.1588005,5,1.7630095,60.2323169,60.2323169,0.0425353,61.9366883,[0.36527777777777776],[-0.46805555555555556],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
32,0,32,0,61.9991149,,61.9413497,5,1.4266678,61.9991149,61.9991149,0.0396409,63.9203731,[-0.09444444444444444],[-0.07361111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
33,0,33,0,64.0030759,,63.9247111,5,1.5422294,64.0030759,64.0030759,0.0434757,65.8362493,[-0.4930555555555556],[0.4305555555555556],[0],[0],[1],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
34,0,34,0,65.883081,,65.8404481,5,1.5540085,65.883081,65.883081,0.0225391,67.2705664,[0.4263888888888889],[0.3138888888888889],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
35,0,35,0,67.3489663,,67.2783925,5,1.5868805,67.3489663,67.3489663,0.0410291,69.2834489,[-0.15],[-0.07777777777777778],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
36,0,36,0,69.3320097,,69.2876879,5,1.4563729,69.3320097,69.3320097,0.0223619,71.0026067,[-0.011111111111111112],[-0.08333333333333333],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
37,0,37,0,71.0655168,,71.007913,5,2.8860312,71.0655168,71.0655168,0.0405762,73.0015423,[0.15694444444444444],[-0.4111111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
38,0,38,0,73.0650388,,73.0083393,5,1.8074213,73.0650388,73.0650388,0.038596,74.8686273,[0.47638888888888886],[-0.10555555555555556],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
39,0,39,0,74.9325214,,74.8728833,5,1.7588569,74.9325214,74.9325214,0.036836,76.3693519,[-0.19027777777777777],[0.1],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
40,0,40,0,76.4484996,,76.3761605,5,1.8952055,76.4484996,76.4484996,0.0506011,78.7527059,[0.08611111111111111],[0.4388888888888889],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
41,0,41,0,78.8149194,,78.7569777,5,2.657524,78.8149194,78.8149194,0.0394119,80.650195,[0.034722222222222224],[0.05555555555555555],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
42,0,42,0,80.7150384,,80.654921,5,1.6865425,80.7150384,80.7150384,0.0368449,82.786094,[-0.3902777777777778],[0.40555555555555556],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
43,0,43,0,82.8653685,,82.7912437,5,1.8025631,82.8653685,82.8653685,0.0397969,85.2684632,[-0.24166666666666667],[-0.3333333333333333],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
44,0,44,0,85.315262,,85.2749101,5,1.6617011,85.315262,85.315262,0.024543,87.8528285,[-0.42777777777777776],[0.14166666666666666],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
45,0,45,0,87.8986597,,87.8573163,5,1.4742507,87.8986597,87.8986597,0.0218972,90.4026143,[-0.001388888888888889],[-0.20555555555555555],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
46,0,46,0,90.4484997,,90.4071157,5,1.5383827,90.4484997,90.4484997,0.0230367,92.6181489,[0.19583333333333333],[-0.018055555555555554],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
47,0,47,0,92.6987746,,92.6244848,5,1.4060002,92.6987746,92.6987746,0.0417299,94.5526414,[-0.4013888888888889],[-0.075],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
48,0,48,0,94.6153168,,94.5569233,5,1.6429247,94.6153168,94.6153168,0.037888,96.9185655,[0.26805555555555555],[0.4583333333333333],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
49,0,49,0,96.9813678,,96.9236359,5,1.6929757,96.9813678,96.9813678,0.0351465,100.6351939,[0.4305555555555556],[0.4513888888888889],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
50,0,50,0,100.7145251,,100.6392987,5,1.6674093,100.7145251,100.7145251,0.0546629,102.7865669,[-0.016666666666666666],[0.21805555555555556],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
51,0,51,0,102.8321947,,102.7907336,5,1.5570754,102.8321947,102.8321947,0.0213782,104.5862407,[0.43333333333333335],[-0.4486111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
52,0,52,0,104.648167,,104.5904163,5,1.7388066,104.648167,104.648167,0.0361134,106.135994,[-0.41805555555555557],[0.4097222222222222],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
53,0,53,0,106.1822418,,106.1402575,5,1.8962059,106.1822418,106.1822418,0.0225937,108.2863668,[-0.4486111111111111],[0.09166666666666666],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
54,0,54,0,108.3315558,,108.2911225,5,1.5742905,108.3315558,108.3315558,0.0220574,109.9691444,[0.4486111111111111],[-0.4236111111111111],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
55,0,55,0,110.0316276,,109.9736213,5,1.6551425,110.0316276,110.0316276,0.0394357,111.5676441,[0.17083333333333334],[-0.16111111111111112],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
56,0,56,0,111.6313352,,111.5720959,5,1.7586512,111.6313352,111.6313352,0.0377212,113.5518697,[-0.48333333333333334],[-0.2777777777777778],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
57,0,57,0,113.5984838,,113.5561961,5,3.1256804,113.5984838,113.5984838,0.0222993,115.3530369,[-0.4888888888888889],[0.08888888888888889],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
58,0,58,0,115.4144007,,115.357166,5,1.3717342,115.4144007,115.4144007,0.039997,117.0525561,[0.15555555555555556],[0.24444444444444444],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
59,0,59,0,117.0981667,,117.0566612,5,2.2088667,117.0981667,117.0981667,0.0222078,118.9190108,[0.30416666666666664],[-0.08055555555555556],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
60,0,60,0,118.9651902,,118.9231985,5,1.2550779,118.9651902,118.9651902,0.0225737,120.5863489,[0.37916666666666665],[0.1875],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
61,0,61,0,120.6314685,,120.5908018,5,1.8244844,120.6314685,120.6314685,0.0219294,122.2361108,[0.3402777777777778],[-0.40555555555555556],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
62,0,62,0,122.281703,,122.2405103,5,1.6575331,122.281703,122.281703,0.0229915,124.1197226,[-0.2263888888888889],[0.016666666666666666],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
63,0,63,0,124.1644054,,124.1240422,5,2.5068918,124.1644054,124.1644054,0.0214334,127.1687235,[-0.05],[0.4708333333333333],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
64,0,64,0,127.2313262,,127.173111,5,1.7565254,127.2313262,127.2313262,0.0390726,131.268119,[-0.16666666666666666],[-0.34305555555555556],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
65,0,65,0,131.3170446,,131.2723828,5,1.6894353,131.3170446,131.3170446,0.0176326,133.3855361,[0.21805555555555556],[0.3625],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
66,0,66,0,133.4314402,,133.3898355,5,1.5407262,133.4314402,133.4314402,0.0225346,135.3184118,[0.009722222222222222],[0.4305555555555556],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
67,0,67,0,135.3811558,,135.3225763,5,2.2427652,135.3811558,135.3811558,0.0405506,138.5208988,[0.23055555555555557],[0.45694444444444443],[1],[0],[0],,['target'],P3,1,2024-10-10_11h19.41.839,untitled,2024.1.5,None,2024-10-10 11h20.10.708007 +0530
