trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,mouse.time,,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
195,0,195,0,380.1041234,,380.0625001,10,3.0021893,,380.1041234,380.1041234,0.0218767,381.5409433,[-0.40694444444444444],[-0.19444444444444445],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
196,0,196,0,381.6035208,,381.5463246,10,1.7029921,,381.6035208,381.6035208,0.0343469,383.7573437,[-0.1375],[0.019444444444444445],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
197,0,197,0,383.8036651,,383.7615565,10,1.350288,,383.8036651,383.8036651,0.0206497,385.1435034,[-0.3736111111111111],[-0.16111111111111112],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
198,0,198,0,385.2047469,,385.1481632,10,2.1768195,,385.2047469,385.2047469,0.0226411,386.4735015,[-0.24027777777777778],[-0.24861111111111112],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
199,0,199,0,386.5534192,,386.4797972,10,2.8571755,,386.5534192,386.5534192,0.0366813,389.3731781,[-0.3638888888888889],[0.0],[1],[0],[0],,['target'],P5,1,2024-10-10_17h37.00.776,untitled,2024.1.5,None,2024-10-10 17h37.14.531721 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mean RT 5,1.698333098,,,,,,,,,,,,,,,,,,,
,,,,,,,Mean RT10,2.088367458,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Slope =,0.078006872,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total MeanRT5,1.69015,,,,,,,,,,,,,,,,,,,,,,
,,,,Total MeanRT10,2.00675,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total Slope,0.06332,,,,,,,,,,,,,,,,,,,,,,
